Report,Section,Sub section,Heading,Heading,Domain Agreement,Construct Agreement,WB CFIR domain,WB CFIR construct,Confidence/ Notes,SE CFIR domain,SE CFIR construct,Confidence/ Notes,Consensus Convo,Domain Consensus,Construct Consensus
Y4 Mid,CROSS COUNTY/CITY LESSONS LEARNED EVALUATION,Table 1.1,,"Contracts: contracting for products, like those included in Help@Hand, requires knowledge that has not been present in current teams",Agree,Agree,Inner setting,Access to knowledge and training,,Inner Setting,Access to knowledge and training,,,Inner setting,Access to knowledge and training
Y4 Mid,CROSS COUNTY/CITY LESSONS LEARNED EVALUATION,Table 1.1,,"Data analysis and evaluation: Innovation projects can benefit not only consumers but also peers, staff, and other stakeholders",Disagree,Disagree,,,,Implementation Process,Reflecting and Evaluating: Implementation Process,,,,
Y4 Mid,CROSS COUNTY/CITY LESSONS LEARNED EVALUATION,Table 1.1,,Device Distribution: Technology projects require infrastructure and specific knowledge. Initial assump tions about access to devices and knowledge to use tech nologies should be continu ously examined/considered,Agree,Agree,Inner setting,Access to knowledge and training,,Inner Setting,Access to knowledge and training,,,Inner setting,Access to knowledge and training
Y4 Mid,CROSS COUNTY/CITY LESSONS LEARNED EVALUATION,Table 1.1,,"Product launches: unanticipated delays are likely, requiring flexible estimates and abilities to amend project timelines",Agree,Agree,Implementation process,Planning,,Implementation Process,Planning,,,Implementation process,Planning
Y4 Mid,CROSS COUNTY/CITY LESSONS LEARNED EVALUATION,Table 1.1,,Project Operations: Engaging all stakeholders from the start is essential.,Agree,Disagree,Implementation process,Engaging: Innovation recipients,,Implementation Process,Engaging: Innovation Deliverers,,,Implementation process,Engaging: Innovation Deliverers
Y4 Mid,CROSS COUNTY/CITY LESSONS LEARNED EVALUATION,Table 1.1,,Project Operations: Technologies can change quickly and as such require continued adaptations and flexibility in their deployment,Agree,Agree,Innovation,Adaptability,,Innovation,Adaptability,,,Innovation,Adaptability
Y4 Mid,CROSS COUNTY/CITY LESSONS LEARNED EVALUATION,Table 1.1,,Staffing: Dedicated staff is necessary for project success,Agree,Agree,Inner setting,Structural characteristics: Work infrastructure,,Inner Setting,Structural Characteristics: Work Infrastructure,,,Inner setting,Structural characteristics: Work infrastructure
Y4 Mid,Learnings From Pilot and Implentation Evaluation,Consumer Program Recruitment and Engagement,,"Staffing: Technology projects require staffing with specialty skills, which are often not part of current staffs’ skills",Agree,Disagree,Inner setting,Access to knowledge and training,,Inner Setting,Structural Characteristics: Work Infrastructure,,,Inner setting,Structural Characteristics: Work Infrastructure
Y4 Mid,Learnings From Pilot and Implentation Evaluation,Consumer Program Recruitment and Engagement,,Appropriate marketing strategies vary for each population. Using a marketing firm can be very successful in driving potential users to several counties/cities. In person outreach and other strategies should also be considered.,Agree,Disagree,Implementation process,Teaming,,Implementation Process,Engaging: Innovation Recipients,,,Implementation process,Teaming
Y4 Mid,Learnings From Pilot and Implentation Evaluation,Consumer Program Recruitment and Engagement,,Appropriate marketing strategies vary for each population. Using a marketing firm can be very successful in driving potential users to several counties/cities. In person outreach and other strategies should also be considered.,Agree,Agree,Implementation process,Engaging: Innovation recipients,,Implementation Process,Engaging: Innovation Recipients,,,Implementation process,Engaging: Innovation recipients
Y4 Mid,Learnings From Pilot and Implentation Evaluation,Consumer Program Recruitment and Engagement,,Complex access codes create barriers to enrollment. Access codes that are too long or difficult to remember make it difficult for consumers to enroll in the program. Counties/cities and vendors can collaborate to create access codes that meet the needs of both vendors and consumers.,Agree,Agree,Implementation process,Engaging: Innovation recipients,,Implementation Process,Engaging: Innovation Recipients,,,Implementation process,Engaging: Innovation recipients
Y4 Mid,Learnings From Pilot and Implentation Evaluation,Consumer Program Recruitment and Engagement,,Complex access codes create barriers to enrollment. Access codes that are too long or difficult to remember make it difficult for consumers to enroll in the program. Counties/cities and vendors can collaborate to create access codes that meet the needs of both vendors and consumers.,Agree,Agree,Implementation process,Teaming,,Implementation Process,Teaming,,,Implementation process,Teaming
Y4 Mid,Learnings From Pilot and Implentation Evaluation,Consumer Program Recruitment and Engagement,,"Important considerations when working with the Deaf and Hard of Hearing (D/HH) community members. It is important to have multiple American Sign Language (ASL) interpreters during a training. When conducting a training or hosting a webinar with D/HH individuals present, the trainer should look and speak directly to the D/HH individual, not the interpreter.",Agree,Disagree,Implementation process,Engaging: Innovation recipients,,Implementation Process,Tailoring Strategies,,Will had engaging,Implementation process,Tailoring Strategies
Y4 Mid,Learnings From Pilot and Implentation Evaluation,Consumer Program Recruitment and Engagement,,"Increase recruitment efforts by translating materials into other languages. There is a need to have materials translated in other languages to better reach participants who speak languages other than English. In addition, staff who speak other languages play an important role in serving the core populations to be served.",Agree,Disagree,Implementation process,Engaging: Innovation recipients,,Implementation Process,Tailoring Strategies,,had engaging,Implementation process,Tailoring Strategies
Y4 Mid,Learnings From Pilot and Implentation Evaluation,Consumer Program Recruitment and Engagement,,"Increase recruitment efforts by translating materials into other languages. There is a need to have materials translated in other languages to better reach participants who speak languages other than English. In addition, staff who speak other languages play an important role in serving the core populations to be served.",Agree,Agree,Implementation process,Engaging: Innovation recipients,,Implementation Process,Engaging: Innovation Recipients,,,Implementation process,Engaging: Innovation recipients
Y4 Mid,Learnings From Pilot and Implentation Evaluation,Consumer Program Recruitment and Engagement,,It can take time for participants to complete paperwork for a program. Sometimes participants need additional incentives such as food or giveaways. Other participants require multiple prompts to complete the paperwork.,Agree,Agree,Implementation process,Tailoring strategies,,Implementation Process,Tailoring Strategies,,,Implementation process,Tailoring strategies
